asset,loss,model_a,model_b,origins,n_used,dropped
TWSE,pinball_0p025,garch11_t,naive,4801,4801,0
TWSE,pinball_0p025,garch11_t,patchtst,4801,4801,0
TWSE,pinball_0p025,garch11_t,timesfm,4801,4801,0
TWSE,pinball_0p025,gjr,autoarima,4801,4801,0
TWSE,pinball_0p025,gjr,autoets,4801,4801,0
TWSE,pinball_0p025,gjr,chronos,4801,4801,0
TWSE,pinball_0p025,gjr,ewma,4801,4801,0
TWSE,pinball_0p025,gjr,garch11,4801,4801,0
TWSE,pinball_0p025,gjr,garch11_t,4801,4801,0
TWSE,pinball_0p025,gjr,gjr,4801,4801,0
TWSE,pinball_0p025,gjr,har,4801,4801,0
TWSE,pinball_0p025,gjr,lgbm,4801,4801,0
TWSE,pinball_0p025,gjr,moirai,4801,4801,0
TWSE,pinball_0p025,gjr,naive,4801,4801,0
TWSE,pinball_0p025,gjr,patchtst,4801,4801,0
TWSE,pinball_0p025,gjr,timesfm,4801,4801,0
TWSE,pinball_0p025,har,autoarima,4801,4801,0
TWSE,pinball_0p025,har,autoets,4801,4801,0
TWSE,pinball_0p025,har,chronos,4801,4801,0
TWSE,pinball_0p025,har,ewma,4801,4801,0
TWSE,pinball_0p025,har,garch11,4801,4801,0
TWSE,pinball_0p025,har,garch11_t,4801,4801,0
TWSE,pinball_0p025,har,gjr,4801,4801,0
TWSE,pinball_0p025,har,har,4801,4801,0
TWSE,pinball_0p025,har,lgbm,4801,4801,0
TWSE,pinball_0p025,har,moirai,4801,4801,0
TWSE,pinball_0p025,har,naive,4801,4801,0
TWSE,pinball_0p025,har,patchtst,4801,4801,0
TWSE,pinball_0p025,har,timesfm,4801,4801,0
TWSE,pinball_0p025,lgbm,autoarima,4801,4801,0
TWSE,pinball_0p025,lgbm,autoets,4801,4801,0
TWSE,pinball_0p025,lgbm,chronos,4801,4801,0
TWSE,pinball_0p025,lgbm,ewma,4801,4801,0
TWSE,pinball_0p025,lgbm,garch11,4801,4801,0
TWSE,pinball_0p025,lgbm,garch11_t,4801,4801,0
TWSE,pinball_0p025,lgbm,gjr,4801,4801,0
TWSE,pinball_0p025,lgbm,har,4801,4801,0
TWSE,pinball_0p025,lgbm,lgbm,4801,4801,0
TWSE,pinball_0p025,lgbm,moirai,4801,4801,0
TWSE,pinball_0p025,lgbm,naive,4801,4801,0
TWSE,pinball_0p025,lgbm,patchtst,4801,4801,0
TWSE,pinball_0p025,lgbm,timesfm,4801,4801,0
TWSE,pinball_0p025,moirai,autoarima,4801,4801,0
TWSE,pinball_0p025,moirai,autoets,4801,4801,0
TWSE,pinball_0p025,moirai,chronos,4801,4801,0
TWSE,pinball_0p025,moirai,ewma,4801,4801,0
TWSE,pinball_0p025,moirai,garch11,4801,4801,0
TWSE,pinball_0p025,moirai,garch11_t,4801,4801,0
TWSE,pinball_0p025,moirai,gjr,4801,4801,0
TWSE,pinball_0p025,moirai,har,4801,4801,0
TWSE,pinball_0p025,moirai,lgbm,4801,4801,0
TWSE,pinball_0p025,moirai,moirai,4801,4801,0
TWSE,pinball_0p025,moirai,naive,4801,4801,0
TWSE,pinball_0p025,moirai,patchtst,4801,4801,0
TWSE,pinball_0p025,moirai,timesfm,4801,4801,0
TWSE,pinball_0p025,naive,autoarima,4801,4801,0
TWSE,pinball_0p025,naive,autoets,4801,4801,0
TWSE,pinball_0p025,naive,chronos,4801,4801,0
TWSE,pinball_0p025,naive,ewma,4801,4801,0
TWSE,pinball_0p025,naive,garch11,4801,4801,0
TWSE,pinball_0p025,naive,garch11_t,4801,4801,0
TWSE,pinball_0p025,naive,gjr,4801,4801,0
TWSE,pinball_0p025,naive,har,4801,4801,0
TWSE,pinball_0p025,naive,lgbm,4801,4801,0
TWSE,pinball_0p025,naive,moirai,4801,4801,0
TWSE,pinball_0p025,naive,naive,4801,4801,0
TWSE,pinball_0p025,naive,patchtst,4801,4801,0
TWSE,pinball_0p025,naive,timesfm,4801,4801,0
TWSE,pinball_0p025,patchtst,autoarima,4801,4801,0
TWSE,pinball_0p025,patchtst,autoets,4801,4801,0
TWSE,pinball_0p025,patchtst,chronos,4801,4801,0
TWSE,pinball_0p025,patchtst,ewma,4801,4801,0
TWSE,pinball_0p025,patchtst,garch11,4801,4801,0
TWSE,pinball_0p025,patchtst,garch11_t,4801,4801,0
TWSE,pinball_0p025,patchtst,gjr,4801,4801,0
TWSE,pinball_0p025,patchtst,har,4801,4801,0
TWSE,pinball_0p025,patchtst,lgbm,4801,4801,0
TWSE,pinball_0p025,patchtst,moirai,4801,4801,0
TWSE,pinball_0p025,patchtst,naive,4801,4801,0
TWSE,pinball_0p025,patchtst,patchtst,4801,4801,0
TWSE,pinball_0p025,patchtst,timesfm,4801,4801,0
TWSE,pinball_0p025,timesfm,autoarima,4801,4801,0
TWSE,pinball_0p025,timesfm,autoets,4801,4801,0
TWSE,pinball_0p025,timesfm,chronos,4801,4801,0
TWSE,pinball_0p025,timesfm,ewma,4801,4801,0
TWSE,pinball_0p025,timesfm,garch11,4801,4801,0
TWSE,pinball_0p025,timesfm,garch11_t,4801,4801,0
TWSE,pinball_0p025,timesfm,gjr,4801,4801,0
TWSE,pinball_0p025,timesfm,har,4801,4801,0
TWSE,pinball_0p025,timesfm,lgbm,4801,4801,0
TWSE,pinball_0p025,timesfm,moirai,4801,4801,0
TWSE,pinball_0p025,timesfm,naive,4801,4801,0
TWSE,pinball_0p025,timesfm,patchtst,4801,4801,0
TWSE,pinball_0p025,timesfm,timesfm,4801,4801,0
TWSE,pinball_0p05,autoarima,autoarima,4801,4801,0
TWSE,pinball_0p05,autoarima,autoets,4801,4801,0
TWSE,pinball_0p05,autoarima,chronos,4801,4801,0
TWSE,pinball_0p05,autoarima,ewma,4801,4801,0
TWSE,pinball_0p05,autoarima,garch11,4801,4801,0
TWSE,pinball_0p05,autoarima,garch11_t,4801,4801,0
TWSE,pinball_0p05,autoarima,gjr,4801,4801,0
TWSE,pinball_0p05,autoarima,har,4801,4801,0
TWSE,pinball_0p05,autoarima,lgbm,4801,4801,0
TWSE,pinball_0p05,autoarima,moirai,4801,4801,0
TWSE,pinball_0p05,autoarima,naive,4801,4801,0
TWSE,pinball_0p05,autoarima,patchtst,4801,4801,0
TWSE,pinball_0p05,autoarima,timesfm,4801,4801,0
TWSE,pinball_0p05,autoets,autoarima,4801,4801,0
TWSE,pinball_0p05,autoets,autoets,4801,4801,0
TWSE,pinball_0p05,autoets,chronos,4801,4801,0
TWSE,pinball_0p05,autoets,ewma,4801,4801,0
TWSE,pinball_0p05,autoets,garch11,4801,4801,0
TWSE,pinball_0p05,autoets,garch11_t,4801,4801,0
TWSE,pinball_0p05,autoets,gjr,4801,4801,0
TWSE,pinball_0p05,autoets,har,4801,4801,0
TWSE,pinball_0p05,autoets,lgbm,4801,4801,0
TWSE,pinball_0p05,autoets,moirai,4801,4801,0
TWSE,pinball_0p05,autoets,naive,4801,4801,0
TWSE,pinball_0p05,autoets,patchtst,4801,4801,0
TWSE,pinball_0p05,autoets,timesfm,4801,4801,0
TWSE,pinball_0p05,chronos,autoarima,4801,4801,0
TWSE,pinball_0p05,chronos,autoets,4801,4801,0
TWSE,pinball_0p05,chronos,chronos,4801,4801,0
TWSE,pinball_0p05,chronos,ewma,4801,4801,0
TWSE,pinball_0p05,chronos,garch11,4801,4801,0
TWSE,pinball_0p05,chronos,garch11_t,4801,4801,0
TWSE,pinball_0p05,chronos,gjr,4801,4801,0
TWSE,pinball_0p05,chronos,har,4801,4801,0
TWSE,pinball_0p05,chronos,lgbm,4801,4801,0
TWSE,pinball_0p05,chronos,moirai,4801,4801,0
TWSE,pinball_0p05,chronos,naive,4801,4801,0
TWSE,pinball_0p05,chronos,patchtst,4801,4801,0
TWSE,pinball_0p05,chronos,timesfm,4801,4801,0
TWSE,pinball_0p05,ewma,autoarima,4801,4801,0
TWSE,pinball_0p05,ewma,autoets,4801,4801,0
TWSE,pinball_0p05,ewma,chronos,4801,4801,0
TWSE,pinball_0p05,ewma,ewma,4801,4801,0
TWSE,pinball_0p05,ewma,garch11,4801,4801,0
TWSE,pinball_0p05,ewma,garch11_t,4801,4801,0
TWSE,pinball_0p05,ewma,gjr,4801,4801,0
TWSE,pinball_0p05,ewma,har,4801,4801,0
TWSE,pinball_0p05,ewma,lgbm,4801,4801,0
TWSE,pinball_0p05,ewma,moirai,4801,4801,0
TWSE,pinball_0p05,ewma,naive,4801,4801,0
TWSE,pinball_0p05,ewma,patchtst,4801,4801,0
TWSE,pinball_0p05,ewma,timesfm,4801,4801,0
TWSE,pinball_0p05,garch11,autoarima,4801,4801,0
TWSE,pinball_0p05,garch11,autoets,4801,4801,0
TWSE,pinball_0p05,garch11,chronos,4801,4801,0
TWSE,pinball_0p05,garch11,ewma,4801,4801,0
TWSE,pinball_0p05,garch11,garch11,4801,4801,0
TWSE,pinball_0p05,garch11,garch11_t,4801,4801,0
TWSE,pinball_0p05,garch11,gjr,4801,4801,0
TWSE,pinball_0p05,garch11,har,4801,4801,0
TWSE,pinball_0p05,garch11,lgbm,4801,4801,0
TWSE,pinball_0p05,garch11,moirai,4801,4801,0
TWSE,pinball_0p05,garch11,naive,4801,4801,0
TWSE,pinball_0p05,garch11,patchtst,4801,4801,0
TWSE,pinball_0p05,garch11,timesfm,4801,4801,0
TWSE,pinball_0p05,garch11_t,autoarima,4801,4801,0
TWSE,pinball_0p05,garch11_t,autoets,4801,4801,0
TWSE,pinball_0p05,garch11_t,chronos,4801,4801,0
TWSE,pinball_0p05,garch11_t,ewma,4801,4801,0
TWSE,pinball_0p05,garch11_t,garch11,4801,4801,0
TWSE,pinball_0p05,garch11_t,garch11_t,4801,4801,0
TWSE,pinball_0p05,garch11_t,gjr,4801,4801,0
TWSE,pinball_0p05,garch11_t,har,4801,4801,0
TWSE,pinball_0p05,garch11_t,lgbm,4801,4801,0
TWSE,pinball_0p05,garch11_t,moirai,4801,4801,0
TWSE,pinball_0p05,garch11_t,naive,4801,4801,0
TWSE,pinball_0p05,garch11_t,patchtst,4801,4801,0
TWSE,pinball_0p05,garch11_t,timesfm,4801,4801,0
TWSE,pinball_0p05,gjr,autoarima,4801,4801,0
TWSE,pinball_0p05,gjr,autoets,4801,4801,0
TWSE,pinball_0p05,gjr,chronos,4801,4801,0
TWSE,pinball_0p05,gjr,ewma,4801,4801,0
TWSE,pinball_0p05,gjr,garch11,4801,4801,0
TWSE,pinball_0p05,gjr,garch11_t,4801,4801,0
TWSE,pinball_0p05,gjr,gjr,4801,4801,0
TWSE,pinball_0p05,gjr,har,4801,4801,0
TWSE,pinball_0p05,gjr,lgbm,4801,4801,0
TWSE,pinball_0p05,gjr,moirai,4801,4801,0
TWSE,pinball_0p05,gjr,naive,4801,4801,0
TWSE,pinball_0p05,gjr,patchtst,4801,4801,0
TWSE,pinball_0p05,gjr,timesfm,4801,4801,0
TWSE,pinball_0p05,har,autoarima,4801,4801,0
TWSE,pinball_0p05,har,autoets,4801,4801,0
TWSE,pinball_0p05,har,chronos,4801,4801,0
TWSE,pinball_0p05,har,ewma,4801,4801,0
TWSE,pinball_0p05,har,garch11,4801,4801,0
TWSE,pinball_0p05,har,garch11_t,4801,4801,0
TWSE,pinball_0p05,har,gjr,4801,4801,0
TWSE,pinball_0p05,har,har,4801,4801,0
TWSE,pinball_0p05,har,lgbm,4801,4801,0
TWSE,pinball_0p05,har,moirai,4801,4801,0
TWSE,pinball_0p05,har,naive,4801,4801,0
TWSE,pinball_0p05,har,patchtst,4801,4801,0
TWSE,pinball_0p05,har,timesfm,4801,4801,0
TWSE,pinball_0p05,lgbm,autoarima,4801,4801,0
TWSE,pinball_0p05,lgbm,autoets,4801,4801,0
TWSE,pinball_0p05,lgbm,chronos,4801,4801,0
TWSE,pinball_0p05,lgbm,ewma,4801,4801,0
TWSE,pinball_0p05,lgbm,garch11,4801,4801,0
TWSE,pinball_0p05,lgbm,garch11_t,4801,4801,0
TWSE,pinball_0p05,lgbm,gjr,4801,4801,0
TWSE,pinball_0p05,lgbm,har,4801,4801,0
TWSE,pinball_0p05,lgbm,lgbm,4801,4801,0
TWSE,pinball_0p05,lgbm,moirai,4801,4801,0
TWSE,pinball_0p05,lgbm,naive,4801,4801,0
TWSE,pinball_0p05,lgbm,patchtst,4801,4801,0
TWSE,pinball_0p05,lgbm,timesfm,4801,4801,0
TWSE,pinball_0p05,moirai,autoarima,4801,4801,0
TWSE,pinball_0p05,moirai,autoets,4801,4801,0
TWSE,pinball_0p05,moirai,chronos,4801,4801,0
TWSE,pinball_0p05,moirai,ewma,4801,4801,0
TWSE,pinball_0p05,moirai,garch11,4801,4801,0
TWSE,pinball_0p05,moirai,garch11_t,4801,4801,0
TWSE,pinball_0p05,moirai,gjr,4801,4801,0
TWSE,pinball_0p05,moirai,har,4801,4801,0
TWSE,pinball_0p05,moirai,lgbm,4801,4801,0
TWSE,pinball_0p05,moirai,moirai,4801,4801,0
TWSE,pinball_0p05,moirai,naive,4801,4801,0
TWSE,pinball_0p05,moirai,patchtst,4801,4801,0
TWSE,pinball_0p05,moirai,timesfm,4801,4801,0
TWSE,pinball_0p05,naive,autoarima,4801,4801,0
TWSE,pinball_0p05,naive,autoets,4801,4801,0
TWSE,pinball_0p05,naive,chronos,4801,4801,0
TWSE,pinball_0p05,naive,ewma,4801,4801,0
TWSE,pinball_0p05,naive,garch11,4801,4801,0
TWSE,pinball_0p05,naive,garch11_t,4801,4801,0
TWSE,pinball_0p05,naive,gjr,4801,4801,0
TWSE,pinball_0p05,naive,har,4801,4801,0
TWSE,pinball_0p05,naive,lgbm,4801,4801,0
TWSE,pinball_0p05,naive,moirai,4801,4801,0
TWSE,pinball_0p05,naive,naive,4801,4801,0
TWSE,pinball_0p05,naive,patchtst,4801,4801,0
TWSE,pinball_0p05,naive,timesfm,4801,4801,0
TWSE,pinball_0p05,patchtst,autoarima,4801,4801,0
TWSE,pinball_0p05,patchtst,autoets,4801,4801,0
TWSE,pinball_0p05,patchtst,chronos,4801,4801,0
TWSE,pinball_0p05,patchtst,ewma,4801,4801,0
TWSE,pinball_0p05,patchtst,garch11,4801,4801,0
TWSE,pinball_0p05,patchtst,garch11_t,4801,4801,0
TWSE,pinball_0p05,patchtst,gjr,4801,4801,0
TWSE,pinball_0p05,patchtst,har,4801,4801,0
TWSE,pinball_0p05,patchtst,lgbm,4801,4801,0
TWSE,pinball_0p05,patchtst,moirai,4801,4801,0
TWSE,pinball_0p05,patchtst,naive,4801,4801,0
TWSE,pinball_0p05,patchtst,patchtst,4801,4801,0
TWSE,pinball_0p05,patchtst,timesfm,4801,4801,0
TWSE,pinball_0p05,timesfm,autoarima,4801,4801,0
TWSE,pinball_0p05,timesfm,autoets,4801,4801,0
TWSE,pinball_0p05,timesfm,chronos,4801,4801,0
TWSE,pinball_0p05,timesfm,ewma,4801,4801,0
TWSE,pinball_0p05,timesfm,garch11,4801,4801,0
TWSE,pinball_0p05,timesfm,garch11_t,4801,4801,0
TWSE,pinball_0p05,timesfm,gjr,4801,4801,0
TWSE,pinball_0p05,timesfm,har,4801,4801,0
TWSE,pinball_0p05,timesfm,lgbm,4801,4801,0
TWSE,pinball_0p05,timesfm,moirai,4801,4801,0
TWSE,pinball_0p05,timesfm,naive,4801,4801,0
TWSE,pinball_0p05,timesfm,patchtst,4801,4801,0
TWSE,pinball_0p05,timesfm,timesfm,4801,4801,0
TWSE,pinball_avg,autoarima,autoarima,4801,4801,0
TWSE,pinball_avg,autoarima,autoets,4801,4801,0
TWSE,pinball_avg,autoarima,chronos,4801,4801,0
TWSE,pinball_avg,autoarima,ewma,4801,4801,0
TWSE,pinball_avg,autoarima,garch11,4801,4801,0
TWSE,pinball_avg,autoarima,garch11_t,4801,4801,0
TWSE,pinball_avg,autoarima,gjr,4801,4801,0
TWSE,pinball_avg,autoarima,har,4801,4801,0
TWSE,pinball_avg,autoarima,lgbm,4801,4801,0
TWSE,pinball_avg,autoarima,moirai,4801,4801,0
TWSE,pinball_avg,autoarima,naive,4801,4801,0
TWSE,pinball_avg,autoarima,patchtst,4801,4801,0
TWSE,pinball_avg,autoarima,timesfm,4801,4801,0
TWSE,pinball_avg,autoets,autoarima,4801,4801,0
TWSE,pinball_avg,autoets,autoets,4801,4801,0
TWSE,pinball_avg,autoets,chronos,4801,4801,0
TWSE,pinball_avg,autoets,ewma,4801,4801,0
TWSE,pinball_avg,autoets,garch11,4801,4801,0
TWSE,pinball_avg,autoets,garch11_t,4801,4801,0
TWSE,pinball_avg,autoets,gjr,4801,4801,0
TWSE,pinball_avg,autoets,har,4801,4801,0
TWSE,pinball_avg,autoets,lgbm,4801,4801,0
TWSE,pinball_avg,autoets,moirai,4801,4801,0
TWSE,pinball_avg,autoets,naive,4801,4801,0
TWSE,pinball_avg,autoets,patchtst,4801,4801,0
TWSE,pinball_avg,autoets,timesfm,4801,4801,0
TWSE,pinball_avg,chronos,autoarima,4801,4801,0
TWSE,pinball_avg,chronos,autoets,4801,4801,0
TWSE,pinball_avg,chronos,chronos,4801,4801,0
TWSE,pinball_avg,chronos,ewma,4801,4801,0
TWSE,pinball_avg,chronos,garch11,4801,4801,0
TWSE,pinball_avg,chronos,garch11_t,4801,4801,0
TWSE,pinball_avg,chronos,gjr,4801,4801,0
TWSE,pinball_avg,chronos,har,4801,4801,0
TWSE,pinball_avg,chronos,lgbm,4801,4801,0
TWSE,pinball_avg,chronos,moirai,4801,4801,0
TWSE,pinball_avg,chronos,naive,4801,4801,0
TWSE,pinball_avg,chronos,patchtst,4801,4801,0
TWSE,pinball_avg,chronos,timesfm,4801,4801,0
TWSE,pinball_avg,ewma,autoarima,4801,4801,0
TWSE,pinball_avg,ewma,autoets,4801,4801,0
TWSE,pinball_avg,ewma,chronos,4801,4801,0
TWSE,pinball_avg,ewma,ewma,4801,4801,0
TWSE,pinball_avg,ewma,garch11,4801,4801,0
TWSE,pinball_avg,ewma,garch11_t,4801,4801,0
TWSE,pinball_avg,ewma,gjr,4801,4801,0
TWSE,pinball_avg,ewma,har,4801,4801,0
TWSE,pinball_avg,ewma,lgbm,4801,4801,0
TWSE,pinball_avg,ewma,moirai,4801,4801,0
TWSE,pinball_avg,ewma,naive,4801,4801,0
TWSE,pinball_avg,ewma,patchtst,4801,4801,0
TWSE,pinball_avg,ewma,timesfm,4801,4801,0
TWSE,pinball_avg,garch11,autoarima,4801,4801,0
TWSE,pinball_avg,garch11,autoets,4801,4801,0
TWSE,pinball_avg,garch11,chronos,4801,4801,0
TWSE,pinball_avg,garch11,ewma,4801,4801,0
TWSE,pinball_avg,garch11,garch11,4801,4801,0
TWSE,pinball_avg,garch11,garch11_t,4801,4801,0
TWSE,pinball_avg,garch11,gjr,4801,4801,0
TWSE,pinball_avg,garch11,har,4801,4801,0
TWSE,pinball_avg,garch11,lgbm,4801,4801,0
TWSE,pinball_avg,garch11,moirai,4801,4801,0
TWSE,pinball_avg,garch11,naive,4801,4801,0
TWSE,pinball_avg,garch11,patchtst,4801,4801,0
TWSE,pinball_avg,garch11,timesfm,4801,4801,0
TWSE,pinball_avg,garch11_t,autoarima,4801,4801,0
TWSE,pinball_avg,garch11_t,autoets,4801,4801,0
TWSE,pinball_avg,garch11_t,chronos,4801,4801,0
TWSE,pinball_avg,garch11_t,ewma,4801,4801,0
TWSE,pinball_avg,garch11_t,garch11,4801,4801,0
TWSE,pinball_avg,garch11_t,garch11_t,4801,4801,0
TWSE,pinball_avg,garch11_t,gjr,4801,4801,0
TWSE,pinball_avg,garch11_t,har,4801,4801,0
TWSE,pinball_avg,garch11_t,lgbm,4801,4801,0
TWSE,pinball_avg,garch11_t,moirai,4801,4801,0
TWSE,pinball_avg,garch11_t,naive,4801,4801,0
TWSE,pinball_avg,garch11_t,patchtst,4801,4801,0
TWSE,pinball_avg,garch11_t,timesfm,4801,4801,0
TWSE,pinball_avg,gjr,autoarima,4801,4801,0
TWSE,pinball_avg,gjr,autoets,4801,4801,0
TWSE,pinball_avg,gjr,chronos,4801,4801,0
TWSE,pinball_avg,gjr,ewma,4801,4801,0
TWSE,pinball_avg,gjr,garch11,4801,4801,0
TWSE,pinball_avg,gjr,garch11_t,4801,4801,0
TWSE,pinball_avg,gjr,gjr,4801,4801,0
TWSE,pinball_avg,gjr,har,4801,4801,0
TWSE,pinball_avg,gjr,lgbm,4801,4801,0
TWSE,pinball_avg,gjr,moirai,4801,4801,0
TWSE,pinball_avg,gjr,naive,4801,4801,0
TWSE,pinball_avg,gjr,patchtst,4801,4801,0
TWSE,pinball_avg,gjr,timesfm,4801,4801,0
TWSE,pinball_avg,har,autoarima,4801,4801,0
TWSE,pinball_avg,har,autoets,4801,4801,0
TWSE,pinball_avg,har,chronos,4801,4801,0
TWSE,pinball_avg,har,ewma,4801,4801,0
TWSE,pinball_avg,har,garch11,4801,4801,0
TWSE,pinball_avg,har,garch11_t,4801,4801,0
TWSE,pinball_avg,har,gjr,4801,4801,0
TWSE,pinball_avg,har,har,4801,4801,0
TWSE,pinball_avg,har,lgbm,4801,4801,0
TWSE,pinball_avg,har,moirai,4801,4801,0
TWSE,pinball_avg,har,naive,4801,4801,0
TWSE,pinball_avg,har,patchtst,4801,4801,0
TWSE,pinball_avg,har,timesfm,4801,4801,0
TWSE,pinball_avg,lgbm,autoarima,4801,4801,0
TWSE,pinball_avg,lgbm,autoets,4801,4801,0
TWSE,pinball_avg,lgbm,chronos,4801,4801,0
TWSE,pinball_avg,lgbm,ewma,4801,4801,0
TWSE,pinball_avg,lgbm,garch11,4801,4801,0
TWSE,pinball_avg,lgbm,garch11_t,4801,4801,0
TWSE,pinball_avg,lgbm,gjr,4801,4801,0
TWSE,pinball_avg,lgbm,har,4801,4801,0
TWSE,pinball_avg,lgbm,lgbm,4801,4801,0
TWSE,pinball_avg,lgbm,moirai,4801,4801,0
TWSE,pinball_avg,lgbm,naive,4801,4801,0
TWSE,pinball_avg,lgbm,patchtst,4801,4801,0
TWSE,pinball_avg,lgbm,timesfm,4801,4801,0
TWSE,pinball_avg,moirai,autoarima,4801,4801,0
TWSE,pinball_avg,moirai,autoets,4801,4801,0
TWSE,pinball_avg,moirai,chronos,4801,4801,0
TWSE,pinball_avg,moirai,ewma,4801,4801,0
TWSE,pinball_avg,moirai,garch11,4801,4801,0
TWSE,pinball_avg,moirai,garch11_t,4801,4801,0
TWSE,pinball_avg,moirai,gjr,4801,4801,0
TWSE,pinball_avg,moirai,har,4801,4801,0
TWSE,pinball_avg,moirai,lgbm,4801,4801,0
TWSE,pinball_avg,moirai,moirai,4801,4801,0
TWSE,pinball_avg,moirai,naive,4801,4801,0
TWSE,pinball_avg,moirai,patchtst,4801,4801,0
TWSE,pinball_avg,moirai,timesfm,4801,4801,0
TWSE,pinball_avg,naive,autoarima,4801,4801,0
TWSE,pinball_avg,naive,autoets,4801,4801,0
TWSE,pinball_avg,naive,chronos,4801,4801,0
TWSE,pinball_avg,naive,ewma,4801,4801,0
TWSE,pinball_avg,naive,garch11,4801,4801,0
TWSE,pinball_avg,naive,garch11_t,4801,4801,0
TWSE,pinball_avg,naive,gjr,4801,4801,0
TWSE,pinball_avg,naive,har,4801,4801,0
TWSE,pinball_avg,naive,lgbm,4801,4801,0
TWSE,pinball_avg,naive,moirai,4801,4801,0
TWSE,pinball_avg,naive,naive,4801,4801,0
TWSE,pinball_avg,naive,patchtst,4801,4801,0
TWSE,pinball_avg,naive,timesfm,4801,4801,0
TWSE,pinball_avg,patchtst,autoarima,4801,4801,0
TWSE,pinball_avg,patchtst,autoets,4801,4801,0
TWSE,pinball_avg,patchtst,chronos,4801,4801,0
TWSE,pinball_avg,patchtst,ewma,4801,4801,0
TWSE,pinball_avg,patchtst,garch11,4801,4801,0
TWSE,pinball_avg,patchtst,garch11_t,4801,4801,0
TWSE,pinball_avg,patchtst,gjr,4801,4801,0
TWSE,pinball_avg,patchtst,har,4801,4801,0
TWSE,pinball_avg,patchtst,lgbm,4801,4801,0
TWSE,pinball_avg,patchtst,moirai,4801,4801,0
TWSE,pinball_avg,patchtst,naive,4801,4801,0
TWSE,pinball_avg,patchtst,patchtst,4801,4801,0
TWSE,pinball_avg,patchtst,timesfm,4801,4801,0
TWSE,pinball_avg,timesfm,autoarima,4801,4801,0
TWSE,pinball_avg,timesfm,autoets,4801,4801,0
TWSE,pinball_avg,timesfm,chronos,4801,4801,0
TWSE,pinball_avg,timesfm,ewma,4801,4801,0
TWSE,pinball_avg,timesfm,garch11,4801,4801,0
TWSE,pinball_avg,timesfm,garch11_t,4801,4801,0
TWSE,pinball_avg,timesfm,gjr,4801,4801,0
TWSE,pinball_avg,timesfm,har,4801,4801,0
TWSE,pinball_avg,timesfm,lgbm,4801,4801,0
TWSE,pinball_avg,timesfm,moirai,4801,4801,0
TWSE,pinball_avg,timesfm,naive,4801,4801,0
TWSE,pinball_avg,timesfm,patchtst,4801,4801,0
TWSE,pinball_avg,timesfm,timesfm,4801,4801,0
TWSE,qlike,autoarima,autoarima,4801,4721,80
TWSE,qlike,autoarima,autoets,4801,4721,80
TWSE,qlike,autoarima,chronos,4801,4721,80
TWSE,qlike,autoarima,ewma,4801,4721,80
TWSE,qlike,autoarima,garch11,4801,4721,80
TWSE,qlike,autoarima,garch11_t,4801,4721,80
TWSE,qlike,autoarima,gjr,4801,4721,80
TWSE,qlike,autoarima,har,4801,4721,80
TWSE,qlike,autoarima,lgbm,4801,4721,80
TWSE,qlike,autoarima,moirai,4801,4721,80
TWSE,qlike,autoarima,naive,4801,4721,80
TWSE,qlike,autoarima,patchtst,4801,4721,80
TWSE,qlike,autoarima,timesfm,4801,4721,80
TWSE,qlike,autoets,autoarima,4801,4721,80
TWSE,qlike,autoets,autoets,4801,4721,80
TWSE,qlike,autoets,chronos,4801,4721,80
TWSE,qlike,autoets,ewma,4801,4721,80
TWSE,qlike,autoets,garch11,4801,4721,80
TWSE,qlike,autoets,garch11_t,4801,4721,80
TWSE,qlike,autoets,gjr,4801,4721,80
TWSE,qlike,autoets,har,4801,4721,80
TWSE,qlike,autoets,lgbm,4801,4721,80
TWSE,qlike,autoets,moirai,4801,4721,80
TWSE,qlike,autoets,naive,4801,4721,80
TWSE,qlike,autoets,patchtst,4801,4721,80
TWSE,qlike,autoets,timesfm,4801,4721,80
TWSE,qlike,chronos,autoarima,4801,4721,80
TWSE,qlike,chronos,autoets,4801,4721,80
TWSE,qlike,chronos,chronos,4801,4721,80
TWSE,qlike,chronos,ewma,4801,4721,80
TWSE,qlike,chronos,garch11,4801,4721,80
TWSE,qlike,chronos,garch11_t,4801,4721,80
TWSE,qlike,chronos,gjr,4801,4721,80
TWSE,qlike,chronos,har,4801,4721,80
TWSE,qlike,chronos,lgbm,4801,4721,80
TWSE,qlike,chronos,moirai,4801,4721,80
TWSE,qlike,chronos,naive,4801,4721,80
TWSE,qlike,chronos,patchtst,4801,4721,80
TWSE,qlike,chronos,timesfm,4801,4721,80
TWSE,qlike,ewma,autoarima,4801,4721,80
TWSE,qlike,ewma,autoets,4801,4721,80
TWSE,qlike,ewma,chronos,4801,4721,80
TWSE,qlike,ewma,ewma,4801,4721,80
TWSE,qlike,ewma,garch11,4801,4721,80
TWSE,qlike,ewma,garch11_t,4801,4721,80
TWSE,qlike,ewma,gjr,4801,4721,80
TWSE,qlike,ewma,har,4801,4721,80
TWSE,qlike,ewma,lgbm,4801,4721,80
TWSE,qlike,ewma,moirai,4801,4721,80
TWSE,qlike,ewma,naive,4801,4721,80
TWSE,qlike,ewma,patchtst,4801,4721,80
TWSE,qlike,ewma,timesfm,4801,4721,80
TWSE,qlike,garch11,autoarima,4801,4721,80
TWSE,qlike,garch11,autoets,4801,4721,80
TWSE,qlike,garch11,chronos,4801,4721,80
TWSE,qlike,garch11,ewma,4801,4721,80
